Condition,Car Make,is_luxury,Model,Model_encoded,Trim,Trim_encoded,Year,car_age,car_age_sqrt,Kilometers Numerical,age_km_interaction,Body Type,Number of Seats,Fuel,Transmission,Engine Size (cc),Regional Specs,Car License,Insurance,Car Customs,Body Condition,body_condition_encoded,Paint,paint_condition_encoded,interior_steering_wheel_controls,interior_airbags,technology_cruise_control,exterior_rear_sensors,exterior_keyless_entry,technology_tyre_pressure_monitoring,exterior_front_sensors,interior_electric_seat_control,technology_traction_control,technology_voice_control,technology_blind_spot_alert,technology_forward_collision_alert,technology_lane_departure_alert,technology_navigation_system_/_maps,Interior_Options_Count,Interior_Options_Count_cuberoot,Exterior_Options_Count,Exterior_Options_Count_cuberoot,Technology_Options_Count,Technology_Options_Count_cuberoot,tech_features_count,has_advanced_tech,Total_Options_Count,Total_Options_Count_cuberoot,weighted_options,Battery Capacity,Battery Range,log_price,maintenance_score,excellent_maintenance,size_class
Used,Changan,0,Eado,51,EV460,64,2021,4,2,105291.8319,421167.3276,Sedan,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,10,2.15443469,8,2,12,2.289428485,3,0,30,3.107232506,10.2,59,449,9.43356392,7,1,medium
Used,Tesla,1,Model Y,84,Standard Range,166,2022,3,1.732050808,65210.10164,195630.3049,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,14,2.410142264,22,2.802039331,8,1,48,3.634241186,16.6,59,500,10.19991874,7,1,large
Used,Tesla,1,Model 3,81,Long Range,111,2022,3,1.732050808,65047.71202,195143.1361,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,79,500,10.08580911,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2023,2,1.414213562,14527.29396,29054.58792,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,79,449,10.02131503,4,0,medium
Used,Chevrolet,0,Bolt,14,Bolt,23,2023,2,1.414213562,5745.634121,11491.26824,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Partially repainted,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,23,2.84386698,8,1,52,3.732511157,17.9,59,500,9.903537551,4,0,medium
Used,BYD,0,Tang,111,Tang,168,2024,1,1,5300.574851,5300.574851,SUV,7,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,11,2.223980091,9,2.080083823,11,2.223980091,6,1,31,3.141380652,10.4,79,500,10.57175273,7,1,large
New,Neta,0,U,114,Standard,164,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,6,1.817120593,6,1.817120593,9,2.080083823,3,0,21,2.758924176,7.2,59,449,9.700024072,7,1,large
New,BMW,1,iX Series,126,Standard,164,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,0,0,1,1,1,0,8,2,9,2.080083823,9,2.080083823,5,1,26,2.962496068,8.7,59,449,10.41181005,7,1,large
Used,Mercedes Benz,1,EQE-Class,39,EQE 350,51,2023,2,1.414213562,5224.163944,10448.32789,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,2.15443469,9,2.080083823,10,2.15443469,7,1,29,3.072316826,9.7,94,500,10.94010032,7,1,medium
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,45187.25457,271123.5274,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,0,0,0,1,16,2.5198421,12,2.289428485,15,2.466212074,4,1,43,3.50339806,14.4,59,249,9.220686664,7,1,medium
Used,Kia,0,Niro,87,EX Touring,68,2022,3,1.732050808,155476.2759,466428.8277,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,10,2.15443469,21,2.758924176,8,1,46,3.583047871,15.9,59,449,9.694986278,7,1,large
New,BYD,0,Song Plus,105,Song Plus,159,2024,1,1,549.0272457,549.0272457,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,13,2.351334688,23,2.84386698,8,1,48,3.634241186,16.7,94,500,10.27508559,7,1,large
Used,Hyundai,0,Kona,72,Standard,164,2021,4,2,34796.51734,139186.0694,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,2.080083823,9,2.080083823,17,2.571281591,8,1,35,3.27106631,12.2,59,449,9.825580064,7,1,large
Used,Hyundai,0,Kona,72,Premium,129,2021,4,2,45075.68349,180302.734,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,9,2.080083823,19,2.668401649,8,1,39,3.391211443,13.6,59,449,9.798182591,0,0,large
Used,Changan,0,Eado,51,EV460,64,2021,4,2,114754.4963,459017.9852,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,59,349,9.425532394,7,1,medium
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2022,3,1.732050808,44632.00798,133896.0239,SUV,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Poor (severe body damages),1,Other,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,10,2.15443469,7,1.912931183,16,2.5198421,7,1,33,3.20753433,11.5,100,500,10.14647295,1,0,large
Used,Volkswagen,0,Lavida,73,E-lavida,39,2019,6,2.449489743,45497.692,272986.152,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,1,0,0,1,1,0,0,0,1,6,1.817120593,5,1.709975947,9,2.080083823,4,1,20,2.714417617,6.9,50,249,8.927579504,7,1,medium
Used,Nissan,0,Leaf,74,Standard,164,2014,11,3.31662479,144586.3526,1590449.879,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,8,2,3,1.44224957,6,1.817120593,2,0,17,2.571281591,5.7,50,149,8.612685173,6,0,medium
Used,Toyota,0,bZ,119,bZ4X,183,2023,2,1.414213562,24845.22465,49690.4493,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,1,0,1,1,0,1,1,1,0,8,2,8,2,9,2.080083823,6,1,25,2.924017738,8.4,79,500,10.08167558,7,1,large
Used,Hyundai,0,Kona,72,Premium,129,2020,5,2.236067977,145252.0193,726260.0965,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,Without Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2.15443469,10,2.15443469,20,2.714417617,8,1,40,3.419951893,14,94,500,9.792611856,6,0,large
Used,Fiat,0,500,5,500 HB,9,2015,10,3.16227766,155372.6615,1553726.615,HatchBack,4,Electric,Automatic,1499,American Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Other,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1.25992105,12,2.289428485,19,2.668401649,7,1,33,3.20753433,11.8,100,149,8.694167142,4,0,medium
Used,Volkswagen,0,Lavida,73,E-lavida,39,2021,4,2,64894.80082,259579.2033,Sedan,5,Electric,Automatic,1499,European Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,0,1,0,0,0,0,1,0,0,7,1.912931183,7,1.912931183,4,1.587401052,1,0,18,2.620741394,5.8,50,249,8.926118971,7,1,medium
Used,Tesla,1,Model Y,84,Performance,126,2021,4,2,55050.92389,220203.6956,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Partially repainted,2,1,1,0,1,1,0,1,1,0,1,0,0,0,0,15,2.466212074,14,2.410142264,5,1.709975947,1,0,34,3.239611801,10.7,100,500,10.21100902,2,0,large
Used,Nissan,0,Leaf,74,SL,146,2013,12,3.464101615,184525.9008,2214310.81,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Comprehensive Insurance,With Customs,Good (body only has minor blemishes),3,Partially repainted,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1.587401052,1,1,7,1.912931183,4,1,12,2.289428485,4.3,50,100,8.575650761,5,0,medium
Used,Tesla,1,Model Y,84,Standard Range,166,2021,4,2,35396.04212,141584.1685,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,23,2.84386698,8,1,52,3.732511157,17.9,59,449,10.09414923,6,0,large
Used,Tesla,1,Model Y,84,Long Range,111,2021,4,2,15045.49997,60181.99988,SUV,5,Electric,Automatic,1499,American Specs,Not Licensed,Compulsory Insurance,Without Customs,Poor (severe body damages),1,Partially repainted,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,12,2.289428485,11,2.223980091,1,1,0,0,24,2.884499141,7.3,100,500,10.18493775,3,0,large
Used,Hyundai,0,Kona,72,Standard,164,2020,5,2.236067977,84716.9573,423584.7865,SUV,5,Electric,Automatic,1499,Korean Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,19,2.668401649,8,1,43,3.50339806,14.8,79,500,9.798182591,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2023,2,1.414213562,35112.22794,70224.45588,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,0,1,1,1,11,2.223980091,9,2.080083823,13,2.351334688,6,1,33,3.20753433,11.2,79,500,10.13463896,7,1,large
New,Chery,0,iCar,125,iCar,198,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,79,500,10.27508559,7,1,large
New,Wuling,0,Other,90,Other,124,2022,3,1.732050808,0,0,HatchBack,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5,1.709975947,1,1,2,1.25992105,1,0,8,2,2.6,50,249,9.466996066,7,1,medium
Used,Hyundai,0,Ioniq,70,5,8,2022,3,1.732050808,104935.8551,314807.5653,HatchBack,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14,2.410142264,9,2.080083823,17,2.571281591,7,1,40,3.419951893,13.7,79,500,9.985113621,7,1,medium
Used,Nissan,0,Leaf,74,SV,152,2012,13,3.605551275,200000,2600000,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Partially repainted,2,1,1,1,1,1,1,0,0,1,0,0,0,0,1,12,2.289428485,7,1.912931183,9,2.080083823,4,1,28,3.036588972,9.3,100,149,9.012011377,5,0,medium
Used,Samsung,0,SM3,100,SM3,148,2019,6,2.449489743,115012.0963,690072.5778,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,1,1,0,0,1,1,0,0,0,1,7,1.912931183,7,1.912931183,12,2.289428485,4,1,26,2.962496068,9,50,249,9.25922577,7,1,medium
Used,Hyundai,0,Ioniq,70,Standard,164,2017,8,2.828427125,135340.6645,1082725.316,HatchBack,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,10,2.15443469,6,1.817120593,5,1.709975947,1,0,21,2.758924176,6.8,50,249,9.472781557,7,1,medium
Used,Hongqi,0,E-HS9,28,E-HS9,36,2021,4,2,5169.80163,20679.20652,SUV,6,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14,2.410142264,12,2.289428485,19,2.668401649,7,1,45,3.556893304,15.4,59,349,10.68053921,7,1,large
Used,Kia,0,Niro,87,EX,67,2019,6,2.449489743,200000,1200000,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,12,2.289428485,20,2.714417617,8,1,48,3.634241186,16.4,59,500,9.770013301,7,1,large
Used,Polestar,0,2,1,2,2,2023,2,1.414213562,5880.835013,11761.67003,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,12,2.289428485,22,2.802039331,8,1,50,3.684031499,17.2,59,449,10.16589028,7,1,medium
New,Weltmeister,0,EX5,50,EX5,70,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,14,2.410142264,22,2.802039331,8,1,50,3.684031499,17.2,59,449,9.903537551,7,1,large
Used,Hyundai,0,Kona,72,Standard,164,2019,6,2.449489743,194579.3929,1167476.357,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,0,1,0,1,1,1,1,9,2.080083823,9,2.080083823,15,2.466212074,7,1,33,3.20753433,11.4,79,500,9.711176264,7,1,large
Used,Tesla,1,Model X,83,Plaid,127,2022,3,1.732050808,35377.31391,106131.9417,SUV,6,Electric,Automatic,2499,American Specs,Licensed,Comprehensive Insurance,With Customs,Other,0,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,100,500,10.95955762,3,0,large
Used,Tesla,1,Model S,82,Long Range,111,2015,10,3.16227766,114932.1986,1149321.986,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Total repaint,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,22,2.802039331,8,1,50,3.684031499,17.2,79,449,9.741027445,1,0,large
Used,Nissan,0,Ariya,10,Engage FWD,74,2022,3,1.732050808,35295.60404,105886.8121,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Other,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,9,2.080083823,9,2.080083823,10,2.15443469,4,1,28,3.036588972,9.4,94,500,9.621058326,4,0,large
Used,Volkswagen,0,Golf,61,E-Golf,35,2015,10,3.16227766,104989.7794,1049897.794,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11,2.223980091,8,2,8,2,3,0,27,3,8.9,50,149,9.127067453,7,1,medium
Used,Toyota,0,C-HR,17,Standard,164,2020,5,2.236067977,75145.6558,375728.279,HatchBack,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,0,1,1,0,1,1,1,8,2,8,2,18,2.620741394,7,1,34,3.239611801,12,59,449,9.735128071,7,1,medium
Used,Neta,0,U,114,Pro 400,131,2020,5,2.236067977,105128.7018,525643.509,SUV,5,Electric,Automatic,1499,Other Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,0,0,0,0,0,1,10,2.15443469,8,2,11,2.223980091,3,0,29,3.072316826,9.8,59,349,9.546884035,7,1,large
Used,Tesla,1,Model Y,84,Long Range,111,2021,4,2,55351.78203,221407.1281,SUV,5,Electric,Automatic,1499,American Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,11,2.223980091,8,2,19,2.668401649,8,1,38,3.361975407,13.3,79,500,10.23102715,7,1,large
Used,Nissan,0,Leaf,74,S,142,2015,10,3.16227766,24673.62837,246736.2837,HatchBack,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Total repaint,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,8,2,2,1.25992105,4,1.587401052,1,0,14,2.410142264,4.6,100,149,8.517393171,5,0,medium
Used,Fiat,0,500,5,500e,12,2017,8,2.828427125,105284.1183,842272.9464,Sedan,4,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,10,2.15443469,5,1.709975947,6,1.817120593,3,0,21,2.758924176,6.9,94,149,9.018089684,7,1,medium
Used,Volkswagen,0,Golf,61,E-Golf,35,2019,6,2.449489743,84557.99108,507347.9465,HatchBack,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,0,1,1,0,0,1,0,1,0,1,7,1.912931183,7,1.912931183,9,2.080083823,5,1,23,2.84386698,7.8,50,249,9.596486736,7,1,medium
Used,Fiat,0,500,5,500e,12,2017,8,2.828427125,94920.26267,759362.1014,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,0,1,0,0,1,1,1,0,0,1,9,2.080083823,7,1.912931183,11,2.223980091,5,1,27,3,9.2,79,149,8.942591637,7,1,large
Used,Tesla,1,Model Y,84,Performance,126,2021,4,2,54691.73547,218766.9419,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,11,2.223980091,21,2.758924176,8,1,44,3.530348335,15.3,79,500,10.1924563,7,1,large
Used,Tesla,1,Model 3,81,Standard Plus,165,2022,3,1.732050808,75037.5895,225112.7685,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,10,2.15443469,21,2.758924176,8,1,47,3.60882608,16.2,79,449,9.989711119,7,1,medium
Used,Kia,0,EV6,47,GT-Line AWD,84,2022,3,1.732050808,85154.15634,255462.469,SUV,5,Electric,Automatic,249,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,11,2.223980091,21,2.758924176,8,1,44,3.530348335,15.3,79,500,10.26119696,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2021,4,2,84992.94941,339971.7976,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2.15443469,7,1.912931183,17,2.571281591,8,1,34,3.239611801,11.9,79,449,9.928228944,7,1,large
Used,Tesla,1,Model S,82,Performance,126,2013,12,3.464101615,185369.7477,2224436.972,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,16,2.5198421,13,2.351334688,17,2.571281591,5,1,46,3.583047871,15.5,79,449,9.741027445,6,0,medium
Used,Nissan,0,Sylphy,109,SL,146,2019,6,2.449489743,55447.24575,332683.4745,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Not Insured,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1.709975947,5,1.709975947,2,1.25992105,0,0,12,2.289428485,3.8,50,249,9.323758339,7,1,medium
Used,Nissan,0,Sylphy,109,S,142,2019,6,2.449489743,44943.19707,269659.1824,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Not Insured,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1.912931183,7,1.912931183,3,1.44224957,0,0,17,2.571281591,5.4,50,249,9.323758339,7,1,medium
Used,Nissan,0,Sylphy,109,SL,146,2019,6,2.449489743,55394.51241,332367.0745,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Not Insured,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1.912931183,5,1.709975947,2,1.25992105,0,0,14,2.410142264,4.4,50,249,9.323758339,7,1,medium
Used,Tesla,1,Model 3,81,Long Range,111,2022,3,1.732050808,14981.10146,44943.30438,Sedan,4,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,21,2.758924176,8,1,45,3.556893304,15.6,79,500,9.985113621,6,0,medium
Used,Mercedes Benz,1,B-Class,13,B 200,19,2014,11,3.31662479,124959.0288,1374549.317,HatchBack,5,Electric,Automatic,2499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,0,1,0,1,0,0,1,0,13,2.351334688,10,2.15443469,8,2,3,0,31,3.141380652,10.1,50,149,9.159152335,7,1,medium
New,BYD,0,Song Plus,105,Song Plus,159,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,1,1,1,0,0,1,0,1,0,9,2.080083823,9,2.080083823,8,2,4,1,26,2.962496068,8.6,79,500,10.23214361,7,1,large
New,BYD,0,Song L,104,Song L,158,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,1,1,1,0,0,1,1,1,0,10,2.15443469,9,2.080083823,10,2.15443469,5,1,29,3.072316826,9.7,79,500,9.922260238,7,1,large
Used,Nissan,0,Leaf,74,S,142,2013,12,3.464101615,194746.3515,2336956.218,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Partially repainted,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,10,2.15443469,3,1.44224957,7,1.912931183,2,0,20,2.714417617,6.7,50,149,8.556606194,5,0,medium
Used,Porsche,1,Taycan,112,4S,7,2021,4,2,25269.16806,101076.6722,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,9,2.080083823,20,2.714417617,8,1,42,3.476026645,14.6,79,500,11.22525673,7,1,medium
Used,Nissan,0,Leaf,74,S,142,2015,10,3.16227766,154549.4804,1545494.804,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Partially repainted,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,10,2.15443469,2,1.25992105,7,1.912931183,3,0,19,2.668401649,6.4,50,100,8.657129032,5,0,medium
Used,Hyundai,0,Ioniq,70,5,8,2022,3,1.732050808,145268.9562,435806.8686,HatchBack,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,11,2.223980091,23,2.84386698,8,1,49,3.65930571,17,79,500,10.06479825,7,1,medium
Used,Nissan,0,Leaf,74,S,142,2018,7,2.645751311,105184.7201,736293.0407,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,5,1.709975947,12,2.289428485,6,1,18,2.620741394,6.6,50,249,9.350189267,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2022,3,1.732050808,34749.69529,104249.0859,Sedan,5,Electric,Automatic,5499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14,2.410142264,12,2.289428485,20,2.714417617,7,1,46,3.583047871,15.8,59,449,9.89348772,6,0,medium
New,Toyota,0,bZ,119,bZ4X,183,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11,2.223980091,10,2.15443469,13,2.351334688,7,1,34,3.239611801,11.5,59,500,10.05074309,7,1,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2023,2,1.414213562,44612.9209,89225.8418,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,12,2.289428485,19,2.668401649,8,1,43,3.50339806,14.8,79,449,10.1266711,7,1,large
