Condition,Car Make,is_luxury,Model,Model_encoded,Trim,Trim_encoded,Year,car_age,car_age_sqrt,Kilometers Numerical,age_km_interaction,Body Type,Number of Seats,Fuel,Transmission,Engine Size (cc),Regional Specs,Car License,Insurance,Car Customs,Body Condition,body_condition_encoded,Paint,paint_condition_encoded,interior_steering_wheel_controls,interior_airbags,technology_cruise_control,exterior_rear_sensors,exterior_keyless_entry,technology_tyre_pressure_monitoring,exterior_front_sensors,interior_electric_seat_control,technology_traction_control,technology_voice_control,technology_blind_spot_alert,technology_forward_collision_alert,technology_lane_departure_alert,technology_navigation_system_/_maps,Interior_Options_Count,Interior_Options_Count_cuberoot,Exterior_Options_Count,Exterior_Options_Count_cuberoot,Technology_Options_Count,Technology_Options_Count_cuberoot,tech_features_count,has_advanced_tech,Total_Options_Count,Total_Options_Count_cuberoot,weighted_options,Battery Capacity,Battery Range,log_price,maintenance_score,excellent_maintenance,size_class
Used,Fiat,0,500,5,500e,12,2015,10,3.16227766,15103.86309,151038.6309,HatchBack,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,9,2.080083823,2,1.25992105,6,1.817120593,4,1,17,2.571281591,5.7,50,149,8.575650761,7,1,medium
Used,Polestar,0,2,1,2,2,2022,3,1.732050808,44756.8758,134270.6274,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,14,2.410142264,10,2.15443469,15,2.466212074,7,1,39,3.391211443,13.2,59,449,9.952325335,7,1,medium
Used,Kia,0,Niro,87,EX Touring,68,2023,2,1.414213562,25464.1971,50928.3942,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,9,2.080083823,20,2.714417617,8,1,40,3.419951893,14,59,500,10.0123868,7,1,large
Used,Tesla,1,Model 3,81,Standard,164,2023,2,1.414213562,114779.4065,229558.813,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Comprehensive Insurance,With Customs,Fair (body needs work),2,Partially repainted,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,11,2.223980091,5,1.709975947,20,2.714417617,7,1,36,3.301927249,12.8,59,449,10.16589028,4,0,medium
Used,Bestune,0,E05,31,E05,40,2024,1,1,14626.34783,14626.34783,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,2.080083823,4,1.587401052,6,1.817120593,0,0,19,2.668401649,6.3,59,449,9.680406499,7,1,large
Used,Fiat,0,500,5,500e,12,2017,8,2.828427125,115407.4113,923259.2904,Coupe,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Total repaint,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,11,2.223980091,10,2.15443469,8,2,3,0,29,3.072316826,9.5,59,149,8.764209507,5,0,small
Used,Kia,0,EV6,47,Wind RWD,179,2024,1,1,5056.710815,5056.710815,HatchBack,5,Electric,Automatic,249,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Other,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,11,2.223980091,8,2,16,2.5198421,7,1,35,3.27106631,12.1,79,500,10.19619448,0,0,medium
Used,Toyota,0,bZ,119,bZ4X,183,2022,3,1.732050808,5512.442091,16537.32627,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,0,1,0,0,0,1,1,0,1,1,1,7,1.912931183,9,2.080083823,14,2.410142264,6,1,30,3.107232506,10.4,59,500,10.08585078,7,1,large
Used,Changan,0,Eado,51,PHEV,125,2021,4,2,105323.1519,421292.6076,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,50,349,9.392661929,7,1,medium
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2023,2,1.414213562,14691.77772,29383.55544,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,79,500,10.16203686,7,1,large
Used,Tesla,1,Model 3,81,Standard,164,2023,2,1.414213562,14579.2405,29158.481,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,13,2.351334688,12,2.289428485,18,2.620741394,7,1,43,3.50339806,14.7,59,449,10.01686088,7,1,medium
Used,Kia,0,Niro EV,88,Wave,176,2022,3,1.732050808,144894.7776,434684.3328,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,12,2.289428485,9,2.080083823,18,2.620741394,8,1,39,3.391211443,13.5,59,500,9.554284623,7,1,large
New,Tesla,1,Model 3,81,Performance,126,2023,2,1.414213562,453.3074811,906.6149622,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,12,2.289428485,21,2.758924176,8,1,47,3.60882608,16.2,94,500,10.22197765,7,1,medium
Used,Hyundai,0,Ioniq,70,Standard,164,2017,8,2.828427125,94833.55574,758668.4459,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,0,1,0,1,1,1,1,12,2.289428485,9,2.080083823,16,2.5198421,7,1,37,3.332221852,12.7,59,249,9.488047863,7,1,medium
New,JMEV,0,EV3,45,EV3,63,2022,3,1.732050808,491.9249351,1475.774805,HatchBack,4,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,1,1,1,0,1,0,0,0,0,0,6,1.817120593,6,1.817120593,9,2.080083823,2,0,21,2.758924176,7.2,50,249,9.047939083,7,1,medium
Used,Hyundai,0,Kona,72,Premium,129,2019,6,2.449489743,65477.85861,392867.1517,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,12,2.289428485,11,2.223980091,12,2.289428485,5,1,35,3.27106631,11.7,59,500,9.504575923,7,1,large
Used,Ford,0,Focus,57,Standard,164,2014,11,3.31662479,184519.0965,2029710.062,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Original Paint,3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,8,2,5,1.709975947,6,1.817120593,2,0,19,2.668401649,6.3,50,100,8.665785595,5,0,medium
Used,Tesla,1,Model X,83,Long Range,111,2017,8,2.828427125,84859.20158,678873.6126,SUV,6,Electric,Automatic,2499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,23,2.84386698,8,1,52,3.732511157,17.9,100,500,10.30898599,7,1,large
Used,Hyundai,0,Ioniq,70,Standard,164,2018,7,2.645751311,84578.38621,592048.7035,Sedan,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,0,1,1,0,0,0,1,11,2.223980091,9,2.080083823,15,2.466212074,5,1,35,3.27106631,12,50,249,9.457278572,7,1,medium
Used,Tesla,1,Model 3,81,Standard Plus,165,2021,4,2,45466.94496,181867.7798,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,2.351334688,11,2.223980091,20,2.714417617,7,1,44,3.530348335,15.2,79,449,9.86271764,7,1,medium
Used,Ford,0,Mach-E,77,Premium,129,2023,2,1.414213562,44778.2526,89556.5052,SUV,4,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Original Paint,3,1,1,0,1,1,1,1,1,1,1,1,1,1,0,15,2.466212074,12,2.289428485,19,2.668401649,6,1,46,3.583047871,15.7,79,500,10.22197765,3,0,large
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2022,3,1.732050808,74947.62504,224842.8751,SUV,4,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,9,2.080083823,10,2.15443469,15,2.466212074,7,1,34,3.239611801,11.7,79,500,10.02131503,7,1,large
Used,Hyundai,0,Kona,72,Standard,164,2022,3,1.732050808,74675.26244,224025.7873,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,5,1.709975947,9,2.080083823,9,2.080083823,3,0,23,2.84386698,7.8,50,349,9.825580064,6,0,large
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2021,4,2,54929.27133,219717.0853,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2.289428485,10,2.15443469,20,2.714417617,8,1,42,3.476026645,14.6,79,449,10.11459901,7,1,large
Used,Nissan,0,Leaf,74,SL,146,2013,12,3.464101615,175316.5215,2103798.258,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Total repaint,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,6,1.817120593,4,1.587401052,7,1.912931183,2,0,17,2.571281591,5.8,50,100,8.575650761,4,0,large
New,BYD,0,Seagull,101,Seagull,154,2024,1,1,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1,8,2,8,2,8,2,3,0,24,2.884499141,8,50,449,9.463198053,7,1,medium
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,25144.81177,75434.43531,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,13,2.351334688,11,2.223980091,15,2.466212074,7,1,39,3.391211443,13.2,79,500,10.22197765,7,1,large
New,Honda,0,e:N,123,e:NS1,187,2022,3,1.732050808,0,0,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,13,2.351334688,10,2.15443469,14,2.410142264,6,1,37,3.332221852,12.5,79,500,10.04329297,7,1,large
New,Mitsubishi,0,Other,90,Other,124,2022,3,1.732050808,0,0,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,19,2.668401649,8,1,43,3.50339806,14.8,79,500,10.08585078,7,1,large
Used,Fiat,0,500,5,500e,12,2016,9,3,104838.0761,943542.6849,HatchBack,4,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,2,4,1.587401052,2,1.25992105,0,0,14,2.410142264,4.4,50,149,8.77971129,7,1,medium
New,BYD,0,Tang,111,Tang,168,2024,1,1,0,0,SUV,7,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,10,2.15443469,10,2.15443469,10,2.15443469,5,1,30,3.107232506,10,100,500,10.55843949,7,1,large
Used,Tesla,1,Model S,82,Standard Range,166,2017,8,2.828427125,124985.7093,999885.6744,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,23,2.84386698,8,1,53,3.756285754,18.2,79,449,10.10646921,5,0,medium
Used,BYD,0,Han,62,Han,88,2023,2,1.414213562,5483.32356,10966.64712,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,14,2.410142264,22,2.802039331,8,1,52,3.732511157,17.8,79,500,10.16589028,7,1,medium
Used,Smart,0,EQ,35,EQ Fortwo Cabriolet,46,2014,11,3.31662479,44874.80554,493622.8609,Convertible,2,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,10,2.15443469,5,1.709975947,6,1.817120593,2,0,21,2.758924176,6.9,50,149,8.74846363,7,1,small
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pro,96,2022,3,1.732050808,14519.54246,43558.62738,SUV,7,Electric,Automatic,1499,European Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,11,2.223980091,11,2.223980091,22,2.802039331,7,1,44,3.530348335,15.4,79,500,10.14647295,7,1,large
Used,Nissan,0,Leaf,74,SV,152,2017,8,2.828427125,134554.6146,1076436.917,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,10,2.15443469,5,1.709975947,6,1.817120593,2,0,21,2.758924176,6.9,94,149,9.159152335,7,1,medium
New,BYD,0,Han,62,Han,88,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,12,2.289428485,11,2.223980091,12,2.289428485,6,1,35,3.27106631,11.7,79,500,9.901685931,7,1,large
Used,Changan,0,Eado,51,Full Option,78,2020,5,2.236067977,104854.401,524272.005,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,0,0,0,1,0,0,0,1,9,2.080083823,7,1.912931183,10,2.15443469,4,1,26,2.962496068,8.8,50,449,9.388570236,7,1,medium
Used,Honda,0,e:N,123,e:NP1,186,2023,2,1.414213562,24701.64741,49403.29482,HatchBack,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,0,1,1,1,0,1,1,1,0,12,2.289428485,6,1.817120593,10,2.15443469,5,1,28,3.036588972,9.4,59,449,9.903537551,7,1,medium
Used,Volkswagen,0,Golf,61,E-Golf,35,2017,8,2.828427125,105462.4951,843699.9608,HatchBack,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Other,0,Total repaint,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,12,2.289428485,9,2.080083823,16,2.5198421,5,1,37,3.332221852,12.7,50,249,9.517898598,1,0,medium
Used,Volkswagen,0,Golf,61,E-Golf,35,2016,9,3,145232.2169,1307089.952,HatchBack,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,11,2.223980091,8,2,18,2.620741394,8,1,37,3.332221852,12.9,79,149,9.185125123,7,1,medium
Used,Ford,0,Focus,57,Titanium,172,2014,11,3.31662479,114518.5336,1259703.87,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Total repaint,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,12,2.289428485,9,2.080083823,16,2.5198421,5,1,37,3.332221852,12.7,50,149,8.853808275,5,0,medium
Used,Volkswagen,0,ID 4,67,ID.4 X,94,2022,3,1.732050808,34732.84709,104198.5413,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,13,2.351334688,10,2.15443469,15,2.466212074,7,1,38,3.361975407,12.9,79,500,10.06479825,7,1,large
Used,Mercedes Benz,1,B-Class,13,B 250,20,2014,11,3.31662479,135325.2732,1488578.005,SUV,5,Electric,Automatic,2499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,1,1,1,0,0,1,0,1,1,0,1,1,0,0,11,2.223980091,4,1.587401052,11,2.223980091,5,1,26,2.962496068,8.9,50,149,9.159152335,6,0,large
New,Volkswagen,0,ID 7,69,ID.7 VIZZION Pro,101,2023,2,1.414213562,0,0,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,11,2.223980091,21,2.758924176,8,1,47,3.60882608,16.2,79,500,9.648659817,7,1,medium
Used,Hyundai,0,Ioniq,70,Ioniq,103,2017,8,2.828427125,200000,1600000,Sedan,4,Electric,Automatic,1499,Korean Specs,Licensed,Comprehensive Insurance,With Customs,Fair (body needs work),2,Original Paint,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,9,2.080083823,1,1,1,1,0,0,11,2.223980091,3.4,100,249,9.392745259,5,0,medium
Used,Honda,0,e:N,123,e:NP1,186,2023,2,1.414213562,5230.29679,10460.59358,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,23,2.84386698,8,1,52,3.732511157,17.9,79,500,9.83236742,7,1,large
Used,Tesla,1,Model Y,84,Long Range,111,2022,3,1.732050808,14660.2953,43980.8859,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Comprehensive Insurance,With Customs,Fair (body needs work),2,Original Paint,3,1,1,0,1,1,1,1,1,0,0,0,1,0,0,16,2.5198421,12,2.289428485,4,1.587401052,2,0,32,3.174802104,10,79,500,10.22197765,5,0,medium
New,Toyota,0,bZ,119,bZ4X,183,2024,1,1,0,0,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,12,2.289428485,12,2.289428485,8,2,5,1,32,3.174802104,10.4,59,500,10.2399955,7,1,medium
New,Dongfeng,0,EX1,49,EX1,69,2022,3,1.732050808,0,0,Sedan,5,Electric,Automatic,1499,Other Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,50,349,9.047939083,7,1,medium
Used,Volkswagen,0,Bora,15,E-Bora,34,2019,6,2.449489743,14887.13131,89322.78786,Sedan,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,12,2.289428485,5,1.709975947,11,2.223980091,4,1,28,3.036588972,9.5,50,249,9.648659817,7,1,medium
Used,Toyota,0,bZ,119,bZ4X,183,2022,3,1.732050808,14956.25987,44868.77961,Sedan,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,12,2.289428485,11,2.223980091,7,1.912931183,5,1,30,3.107232506,9.7,59,500,10.14647295,7,1,medium
Used,Nissan,0,Sylphy,109,SV,152,2019,6,2.449489743,105099.0584,630594.3504,Sedan,4,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,1.709975947,4,1.587401052,1,1,0,0,10,2.15443469,3.1,50,249,9.409273195,7,1,medium
Used,Kia,0,Niro,87,EX Touring,68,2022,3,1.732050808,64518.08708,193554.2612,SUV,5,Electric,Automatic,1499,Korean Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2.351334688,11,2.223980091,21,2.758924176,8,1,45,3.556893304,15.6,59,500,9.928228944,7,1,large
Used,BMW,1,3 Series,2,i3 eDrive,189,2016,9,3,84767.1164,762904.0476,HatchBack,5,Electric,Automatic,2499,American Specs,Licensed,Compulsory Insurance,With Customs,Good (body only has minor blemishes),3,Original Paint,3,0,1,1,1,1,1,1,0,1,0,0,1,0,0,7,1.912931183,9,2.080083823,8,2,4,1,24,2.884499141,8,50,149,9.159152335,6,0,medium
Used,Toyota,0,bZ,119,bZ4X,183,2022,3,1.732050808,24579.96478,73739.89434,SUV,5,Electric,Automatic,1499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,12,2.289428485,20,2.714417617,8,1,47,3.60882608,16.1,100,500,10.06479825,7,1,large
Used,BMW,1,4 Series,3,i4 M50,193,2022,3,1.732050808,55475.59722,166426.7917,Sedan,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,1.44224957,1,79,449,10.87804719,7,1,medium
Used,Volkswagen,0,ID 6,68,ID.6 Crozz Pure+,98,2021,4,2,95223.36008,380893.4403,SUV,7,Electric,Automatic,1499,European Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,14,2.410142264,22,2.802039331,8,1,51,3.708429769,17.5,79,500,10.17545936,7,1,large
Used,Kia,0,Niro,87,SX Touring,153,2022,3,1.732050808,24758.97937,74276.93811,SUV,4,Electric,Automatic,1499,Korean Specs,Not Licensed,Not Insured,Without Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2.5198421,13,2.351334688,22,2.802039331,8,1,51,3.708429769,17.5,100,500,9.998843186,7,1,large
Used,Volkswagen,0,Golf,61,E-Golf,35,2016,9,3,124672.0866,1122048.779,Coupe,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,10,2.15443469,6,1.817120593,11,2.223980091,5,1,27,3,9.2,50,149,9.152817186,7,1,small
Used,Volkswagen,0,ID 4,67,ID.4 Crozz Pure+,93,2021,4,2,44779.6037,179118.4148,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,1,1,0,1,1,0,1,1,0,1,0,0,0,0,8,2,8,2,2,1.25992105,1,0,18,2.620741394,5.6,79,500,9.987415012,6,0,large
Used,Volkswagen,0,Golf,61,E-Golf,35,2016,9,3,155298.0611,1397682.55,HatchBack,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,0,1,0,0,1,1,0,1,1,0,0,0,0,1,9,2.080083823,5,1.709975947,11,2.223980091,3,0,25,2.924017738,8.6,50,149,9.047939083,7,1,medium
Used,Tesla,1,Model 3,81,Long Range,111,2018,7,2.645751311,54977.55908,384842.9136,Sedan,5,Electric,Automatic,5499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Partially repainted,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1.25992105,2,1.25992105,5,1.709975947,1,0,9,2.080083823,3.2,79,500,9.729193687,6,0,medium
Used,Fiat,0,500,5,500e,12,2015,10,3.16227766,95221.16694,952211.6694,Coupe,4,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Fair (body needs work),2,Original Paint,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,10,2.15443469,5,1.709975947,7,1.912931183,4,1,22,2.802039331,7.3,50,149,8.853808275,5,0,small
Used,Mercedes Benz,1,B-Class,13,B 250,20,2014,11,3.31662479,155118.5413,1706303.954,HatchBack,5,Electric,Automatic,2499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,0,1,1,1,1,0,0,1,0,1,16,2.5198421,8,2,12,2.289428485,5,1,36,3.301927249,12,50,149,9.047939083,7,1,medium
Used,Geely,0,Geometry C,59,Standard,164,2023,2,1.414213562,5116.847434,10233.69487,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Poor (severe body damages),1,Partially repainted,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,14,2.410142264,22,2.802039331,8,1,51,3.708429769,17.5,79,500,9.661479684,3,0,large
Used,Ford,0,Territory,113,Territory,171,2021,4,2,24797.77549,99191.10196,SUV,5,Electric,Automatic,1499,American Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,0,0,1,0,1,8,2,8,2,14,2.410142264,5,1,30,3.107232506,10.4,59,449,9.861831877,7,1,large
Used,Mazda,0,CX-30,20,Standard,164,2021,4,2,45263.85031,181055.4012,SUV,5,Electric,Automatic,2499,Japanese Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,0,1,1,1,0,0,1,0,0,0,0,1,8,2,8,2,11,2.223980091,3,0,27,3,9.2,59,449,9.692828248,7,1,large
New,Volkswagen,0,ID 4,67,ID.4 Crozz Pro,92,2023,2,1.414213562,0,0,SUV,5,Electric,Automatic,1499,European Specs,Licensed,Compulsory Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,2.410142264,11,2.223980091,21,2.758924176,8,1,46,3.583047871,15.9,79,500,10.18493775,7,1,large
New,BYD,0,Song Plus,105,Song Plus,159,2024,1,1,0,0,SUV,5,Electric,Automatic,1499,Other Specs,Licensed,Comprehensive Insurance,With Customs,Excellent with no defects,4,Original Paint,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,2.466212074,13,2.351334688,21,2.758924176,8,1,49,3.65930571,16.8,100,500,10.22379411,7,1,large
